Name;Last;Chg.% 1D Chg.Abs.;DateTime;ISIN;Turnover Volume;Bid Volume;Ask Volume;Maturity;Status
3BK-WBB WA TH Oberbank 14-26;98.640;-0.41%-0.410;02/08/202413:00:12;AT0000A15TP1;20,000;--;--;03/10/2026;P
ASpk3,25%nrFix-to-Fl.16-25/1;99.230;+0.36%+0.360;02/08/202413:00:01;AT000B101191;4,000;--;--;01/27/2025;P
HYPOVbg 3,125% Nr SV 17-27;91.250;0.00%0.000;02/07/202417:16:05;AT0000A1YQ55;-;94.10020,000;94.000-;10/27/2027;q
RLBVbg 3,125% SV 22-27/S.7;100.500;+3.08%+3.000;02/07/202415:36:50;AT000B067061;18,000;--;--;12/19/2027;P
Immo-B. Inflationsgeb-WA 13-25;97.790;-9.43%-10.180;02/07/202414:59:31;AT0000A0XN92;12,000;--;--;01/16/2025;P
HTB 2,8% OEFF.PFBR 23-28/S.234;98.420;+1.46%+1.420;02/07/202414:30:28;AT0000A339G1;30,000;--;--;03/27/2028;P
RaiffWBB 1,1-2% StzWA 17-27/19;94.700;+0.11%+0.100;02/07/202414:15:17;AT000B124623;34,600;--;--;10/06/2027;P
Immo-B. 2,75% Wandelanl. 13-25;98.420;+0.45%+0.440;02/07/202414:15:16;AT0000A0XN68;6,000;--;--;01/16/2025;P
RLB STMK 2% Anl. 22-25/1;97.800;+0.10%+0.100;02/07/202414:15:16;AT000B093661;8,000;--;--;05/23/2025;P
Hypo-WBB WA Stmk. 14-26/20;96.100;-0.05%-0.050;02/07/202414:15:10;AT0000A1A380;30,000;--;--;11/04/2026;P
RLBSt 0,85-1,35%Stz-A.18-24/11;99.650;+0.45%+0.450;02/07/202414:15:01;AT000B093216;20,000;--;--;03/16/2024;P
BKS 2,75%  Nr. Obl. 20-32/1;86.800;+7.16%+5.800;02/07/202413:32:10;AT0000A2CWL3;80,000;--;--;03/02/2032;P
EGB CMS Nr Fltr. 19-29/1623;91.050;+3.41%+3.000;02/07/202413:29:23;AT0000A269E5;6,000;--;--;02/19/2029;P
EGB 3,25%KMUPfdbr 23-28/S.1872;101.750;-1.02%-1.050;02/07/202413:15:03;AT0000A37595;18,000;--;--;01/17/2028;P
CA Immo 1,875% Bonds 18-26;95.000;+3.07%+2.830;02/07/202413:11:39;AT0000A22H40;28,000;--;--;03/26/2026;P
OB Jubilaeumsanl. II 19-26;93.690;-0.21%-0.200;02/07/202413:00:28;AT000B126925;55,000;--;--;02/08/2026;P
RLBOO Nr fix/float A.19-29/108;86.500;+0.58%+0.500;02/07/202413:00:08;AT0000A267T7;36,000;--;--;02/05/2029;P
4,15% Bundesanl. 2007-2037/1;117.000;+1.74%+2.000;02/07/202412:00:29;AT0000A04967;6,000;--;--;03/15/2037;P
RWBB 0,25-1,35%StzWSV 16-26/16;90.000;-5.26%-5.000;02/06/202415:15:04;AT000B124599;34,000;--;--;10/19/2026;P
RWBB vario WSV 13-25/RLBTirol;100.950;+1.98%+1.960;02/06/202415:14:19;AT000B020938;20,000;--;--;07/29/2025;P
HWBB 3,75% WB-WA 23-33/5 ST;99.200;0.00%0.000;02/06/202414:15:24;AT0000A35391;22,000;--;--;06/07/2033;P
RLB STMK 3%OBL.22-25/7;98.950;-0.20%-0.200;02/06/202414:15:00;AT000B093794;10,000;--;--;10/06/2025;P
BAWAG P.S.K.WB.WD.10-25/1;99.540;-0.07%-0.070;02/06/202414:15:00;AT0000A0EX02;20,000;--;--;01/11/2025;P
BTV Nr  Anl. 18-28/6;93.000;+4.49%+4.000;02/06/202413:34:59;AT0000A20E94;20,000;--;--;05/23/2028;P
BKS 3,00% Nr.Obl. 22-32/2;85.500;+3.01%+2.500;02/06/202413:15:34;AT0000A2X307;22,000;--;--;04/19/2032;P
EGB 3,40% Anl. 23-26/DIP 1830;100.350;-0.10%-0.100;02/06/202413:00:28;AT0000A324M1;14,000;--;--;02/06/2026;P
OB 3,8% Anl. 22-14.10.2027;98.620;-0.35%-0.350;02/06/202413:00:25;AT000B127246;24,000;--;--;10/14/2027;P
BTV Kapitalschutzanl.19-26/9;108.510;+0.14%+0.150;02/06/202413:00:20;AT0000A28KA5;120,000;--;--;07/29/2026;P
BTV nr. Anl. 15-25/13;98.150;+0.10%+0.100;02/06/202413:00:13;AT0000A1EZF6;10,000;--;--;07/04/2025;P
RBI Inflations-Anl. 22-27/257;90.030;+0.02%+0.020;02/06/202413:00:11;AT000B015417;20,000;--;--;10/13/2027;P
ASpkOOE Eurib.Fltr.17-24/2;99.500;+0.04%+0.040;02/06/202413:00:06;AT000B101258;40,000;--;--;07/23/2024;P
OB nachr.Stufenz.Anl. 18-26;98.250;0.00%0.000;02/06/202413:00:01;AT000B126784;26,000;--;--;01/31/2026;P
RLB STMK OBL.22-25/4;98.500;+0.10%+0.100;02/05/202414:15:02;AT000B093703;10,000;--;--;07/04/2025;P
Hypo-WBB WA OOE. 15-27/8;93.250;0.00%0.000;02/05/202414:15:00;AT0000A1D301;30,000;--;--;02/18/2027;P
BKS 3 % Nr Obl. 19-30/4;90.000;+5.88%+5.000;02/05/202413:17:04;AT0000A2AE49;32,000;--;--;09/30/2030;P
ASPKOO 2,15% NR Bond 21-31/3;78.100;-7.02%-5.900;02/05/202413:16:43;AT000B101431;24,000;--;--;09/15/2031;P
EGB Herbstfloater 22-28/S.1777;97.100;+0.15%+0.150;02/05/202413:00:17;AT0000A30ES6;12,000;--;--;10/31/2028;P
BTV Stuzi Obl 23-28/1;100.080;+0.82%+0.810;02/05/202413:00:16;AT0000A324D0;40,000;--;--;01/18/2028;P
EGB 1,60% Anl.22-27/DIP S1709;93.050;0.00%0.000;02/05/202413:00:12;AT0000A2XLJ6;2,000;--;--;05/31/2027;P
RLOO nr Fix-Float Anl.17-24/75;96.750;0.00%0.000;02/05/202413:00:11;AT0000A1U9G7;20,000;--;--;03/21/2024;P
HWBB DYNAMIK WA OOe14-25/15;97.800;0.00%0.000;02/05/202413:00:07;AT0000A19RW3;30,000;--;--;09/24/2025;P
EGB CMS NR-Fltr.II 20-30/1676;89.850;+0.56%+0.500;02/05/202413:00:01;AT0000A2GL28;10,000;--;--;06/19/2030;P
3,15% Bundesanl. 2012-2044/4;103.000;-3.74%-4.000;02/05/202412:56:02;AT0000A0VRQ6;198,000;--;--;06/20/2044;P
0,85% Bundesanl. 2020-2120/4;49.600;-0.60%-0.300;02/05/202411:45:05;AT0000A2HLC4;18,000;--;--;06/30/2120;P
SbgLHB EK SV 17-27;101.000;+9.78%+9.000;02/02/202414:41:42;AT000B023288;50,000;--;--;01/27/2027;P
BAWAG 3,75% Anl.23-26/DIP S.1;100.610;+0.70%+0.700;02/02/202414:15:13;AT0000A31L43;20,000;--;--;02/10/2026;P
RLB STMK 4% OBL 23-28/9;102.400;+0.39%+0.400;02/02/202414:15:11;AT000B093885;4,000;--;--;01/24/2028;P
Kollitsch Man. 6% Anl.22-27;100.000;0.00%0.000;02/02/202414:00:07;AT0000A2XGA5;200,000;--;--;05/31/2027;P
RLBNOW 5% nr. Fixzins16-26/18;102.000;-3.77%-4.000;02/02/202413:17:02;AT000B078316;14,000;--;--;09/30/2026;P
OB nachr.Stufenz.Anl. 17-25;97.000;-0.01%-0.010;02/02/202413:00:30;AT000B126727;30,000;--;--;07/17/2025;P
EGB 2,95% Anl.22-25/DIP S.1773;98.100;+0.26%+0.250;02/02/202413:00:02;AT0000A30764;10,000;--;--;10/21/2025;P
RWBB 4% WB-WA 23-34/23;108.400;0.00%0.000;02/01/202414:31:31;AT000B124664;10,000;--;--;04/13/2034;P
RLBVbg 1% Fixzins Obl.19-26/2;94.200;+3.86%+3.500;02/01/202414:31:21;AT000B066733;40,000;--;--;07/18/2026;P
HWBB 1-2,75%Dyn.WA 18-33/6 OOE;86.000;+3.73%+3.090;02/01/202414:30:58;AT0000A22NL9;60,000;--;--;08/30/2033;P
RLBTir Regional Anl 17-24/1;97.800;0.00%0.000;02/01/202414:15:29;AT0000A1Z015;20,000;--;--;12/04/2024;P
HTB Fix-Minimax Anl.19-26;97.000;+0.23%+0.220;02/01/202414:15:20;AT0000A25HP5;5,400;--;--;01/07/2026;P
RLB Stmk Min-Max Fltr.19-26/3;96.500;+0.26%+0.250;02/01/202414:15:19;AT000B093414;38,000;--;--;06/03/2026;P
BAWAG P.S.K.WB.WD12-24/04;98.550;+0.41%+0.400;02/01/202414:15:13;AT0000A0WMR3;202,800;--;--;09/14/2024;P
sWBB 3,25% Wohnbauanl.23-33/01;102.750;+0.74%+0.750;02/01/202414:15:12;AT000B116892;30,000;--;--;09/01/2033;P
RWBB 0,70-1,70%StzWSV 16-28/18;90.510;-1.09%-1.000;02/01/202414:15:09;AT000B124615;8,000;--;--;11/10/2028;P
AAB var. Pfandbr.18-25;99.150;0.00%0.000;02/01/202414:15:08;AT0000A1ZT93;8,000;--;--;02/05/2025;P
RaiffWBB3,75% WA11-24/1/BSPK;99.900;+0.20%+0.200;02/01/202414:15:03;AT000B020748;2,000;--;--;02/17/2024;P
RLBStmk 0,35-0,6%StfzA.19-25/1;96.200;+0.05%+0.050;02/01/202414:15:00;AT000B093398;14,000;--;--;05/20/2025;P
BTV NR Stfz. Obl. 19-29/18;93.200;-4.90%-4.800;02/01/202414:11:04;AT0000A2AZA3;120,000;--;--;11/26/2029;P
3BK-WBB Stuf.Zi.WA.17-27/Oberb;91.850;+2.74%+2.450;02/01/202413:16:49;AT0000A1W4U7;50,000;--;--;06/09/2027;P
OB 1,25% Anl. 22-18.02.2029;87.120;+4.86%+4.040;02/01/202413:16:36;AT000B127188;40,000;--;--;02/18/2029;P
RLBStmk 4,8 % NR Anl.13-24/1;99.500;-1.49%-1.500;02/01/202413:15:29;AT000B091921;12,000;--;--;05/27/2024;P
AllgSpk 4,5% nr Anl. 14-24/1;99.440;+0.22%+0.220;02/01/202413:00:23;AT000B100953;20,000;--;--;03/20/2024;P
BKS 0,75% Green Bond 21-28/4;87.850;0.00%0.000;02/01/202413:00:22;AT0000A2UWN1;100,000;--;--;12/30/2028;P
BTV Nr Stfz.Obl 20-30/6;90.200;0.00%0.000;02/01/202413:00:17;AT0000A2CVS0;34,000;--;--;03/27/2030;P
BTV Stuzi Obl 22-27/1;91.240;+0.19%+0.170;02/01/202413:00:10;AT0000A2VDK5;56,800;--;--;02/25/2027;P
BKS 3% Nr. Obl. 20-30/3;92.400;-1.18%-1.100;02/01/202413:00:09;AT0000A2HL84;60,000;--;--;07/31/2030;P
